-1.90476;-0.47619;0;1
-1.90476;-0.396825;0;1
-1.90476;-0.31746;0;1
-1.90476;-0.238095;-0.0793648;1
-1.90476;-0.238095;0;1
-1.90476;-0.15873;-0.0793648;1
-1.90476;-0.15873;0;1
-1.90476;-0.0793648;-0.0793648;1
-1.90476;-0.0793648;0;1
-1.90476;0;-0.0793648;1
-1.90476;0;0;1
-1.8254;-0.714285;0;1
-1.8254;-0.634921;0;1
-1.8254;-0.555555;-0.0793648;1
-1.8254;-0.555555;0;1
-1.8254;-0.47619;-0.0793648;1
-1.8254;-0.47619;0;1
-1.8254;-0.396825;-0.0793648;1
-1.8254;-0.396825;0;1
-1.8254;-0.31746;-0.15873;1
-1.8254;-0.31746;-0.0793648;1
-1.8254;-0.31746;0;1
-1.8254;-0.238095;-0.15873;1
-1.8254;-0.238095;-0.0793648;1
-1.8254;-0.238095;0;1
-1.8254;-0.15873;-0.15873;1
-1.8254;-0.15873;-0.0793648;1
-1.8254;-0.0793648;-0.15873;1
-1.8254;-0.0793648;-0.0793648;1
-1.8254;0;-0.15873;1
-1.8254;0;-0.0793648;1
-1.74603;-0.873016;0;1
-1.74603;-0.793651;-0.0793648;1
-1.74603;-0.793651;0;1
-1.74603;-0.714285;-0.0793648;1
-1.74603;-0.714285;0;1
-1.74603;-0.634921;-0.15873;1
-1.74603;-0.634921;-0.0793648;1
-1.74603;-0.634921;0;1
-1.74603;-0.555555;-0.15873;1
-1.74603;-0.555555;-0.0793648;1
-1.74603;-0.555555;0;1
-1.74603;-0.47619;-0.15873;1
-1.74603;-0.47619;-0.0793648;1
-1.74603;-0.396825;-0.238095;1
-1.74603;-0.396825;-0.15873;1
-1.74603;-0.396825;-0.0793648;1
-1.74603;-0.31746;-0.238095;1
-1.74603;-0.31746;-0.15873;1
-1.74603;-0.31746;-0.0793648;1
-1.74603;-0.238095;-0.238095;1
-1.74603;-0.238095;-0.15873;1
-1.74603;-0.15873;-0.238095;1
-1.74603;-0.15873;-0.15873;1
-1.74603;-0.0793648;-0.238095;1
-1.74603;-0.0793648;-0.15873;1
-1.74603;0;-0.238095;1
-1.74603;0;-0.15873;1
-1.66667;-1.03175;0;1
-1.66667;-0.952381;-0.0793648;1
-1.66667;-0.952381;0;1
-1.66667;-0.873016;-0.0793648;1
-1.66667;-0.873016;0;1
-1.66667;-0.793651;-0.15873;1
-1.66667;-0.793651;-0.0793648;1
-1.66667;-0.793651;0;1
-1.66667;-0.714285;-0.15873;1
-1.66667;-0.714285;-0.0793648;1
-1.66667;-0.634921;-0.238095;1
-1.66667;-0.634921;-0.15873;1
-1.66667;-0.634921;-0.0793648;1
-1.66667;-0.555555;-0.238095;1
-1.66667;-0.555555;-0.15873;1
-1.66667;-0.47619;-0.31746;1
-1.66667;-0.47619;-0.238095;1
-1.66667;-0.47619;-0.15873;1
-1.66667;-0.396825;-0.31746;1
-1.66667;-0.396825;-0.238095;1
-1.66667;-0.396825;-0.15873;1
-1.66667;-0.31746;-0.31746;1
-1.66667;-0.31746;-0.238095;1
-1.66667;-0.238095;-0.31746;1
-1.66667;-0.238095;-0.238095;1
-1.66667;-0.15873;-0.31746;1
-1.66667;-0.15873;-0.238095;1
-1.66667;-0.0793648;-0.31746;1
-1.66667;-0.0793648;-0.238095;1
-1.66667;0;-0.31746;1
-1.66667;0;-0.238095;1
-1.5873;-1.11111;0;1
-1.5873;-1.03175;-0.0793648;1
-1.5873;-1.03175;0;1
-1.5873;-0.952381;-0.15873;1
-1.5873;-0.952381;-0.0793648;1
-1.5873;-0.952381;0;1
-1.5873;-0.873016;-0.15873;1
-1.5873;-0.873016;-0.0793648;1
-1.5873;-0.793651;-0.238095;1
-1.5873;-0.793651;-0.15873;1
-1.5873;-0.793651;-0.0793648;1
-1.5873;-0.714285;-0.238095;1
-1.5873;-0.714285;-0.15873;1
-1.5873;-0.634921;-0.31746;1
-1.5873;-0.634921;-0.238095;1
-1.5873;-0.634921;-0.15873;1
-1.5873;-0.555555;-0.31746;1
-1.5873;-0.555555;-0.238095;1
-1.5873;-0.47619;-0.396825;1
-1.5873;-0.47619;-0.31746;1
-1.5873;-0.47619;-0.238095;1
-1.5873;-0.396825;-0.396825;1
-1.5873;-0.396825;-0.31746;1
-1.5873;-0.31746;-0.396825;1
-1.5873;-0.31746;-0.31746;1
-1.5873;-0.238095;-0.396825;1
-1.5873;-0.238095;-0.31746;1
-1.5873;-0.15873;-0.396825;1
