-1.53439;-0.476191;0.0529099
-1.53439;-0.370371;0.0529099
-1.53439;-0.26455;0.0529099
-1.42857;-0.899471;0.0529099
-1.42857;-0.793651;0.0529099
-1.42857;-0.793651;0.15873
-1.42857;-0.687831;-0.0529103
-1.42857;-0.687831;0.0529099
-1.42857;-0.687831;0.15873
-1.42857;-0.582011;-0.0529103
-1.42857;-0.582011;0.0529099
-1.42857;-0.582011;0.15873
-1.42857;-0.476191;-0.0529103
-1.42857;-0.476191;0.0529099
-1.42857;-0.476191;0.15873
-1.42857;-0.476191;0.26455
-1.42857;-0.370371;-0.0529103
-1.42857;-0.370371;0.0529099
-1.42857;-0.370371;0.15873
-1.42857;-0.370371;0.26455
-1.42857;-0.26455;-0.0529103
-1.42857;-0.26455;0.0529099
-1.42857;-0.26455;0.15873
-1.42857;-0.26455;0.26455
-1.42857;-0.15873;0.0529099
-1.42857;-0.15873;0.15873
-1.42857;-0.15873;0.26455
-1.42857;-0.15873;0.37037
-1.42857;-0.0529103;0.0529099
-1.42857;-0.0529103;0.15873
-1.42857;-0.0529103;0.26455
-1.42857;-0.0529103;0.37037
-1.42857;0.0529099;0.0529099
-1.42857;0.0529099;0.15873
-1.42857;0.0529099;0.26455
-1.42857;0.0529099;0.37037
-1.42857;0.15873;0.0529099
-1.42857;0.15873;0.15873
-1.42857;0.15873;0.26455
-1.42857;0.15873;0.37037
-1.42857;0.26455;0.15873
-1.42857;0.26455;0.26455
-1.42857;0.26455;0.37037
-1.42857;0.37037;0.15873
-1.42857;0.37037;0.37037
-1.32275;-1.11111;0.0529099
-1.32275;-1.00529;-0.0529103
-1.32275;-1.00529;0.0529099
-1.32275;-1.00529;0.15873
-1.32275;-0.899471;-0.0529103
-1.32275;-0.899471;0.0529099
-1.32275;-0.899471;0.15873
-1.32275;-0.793651;-0.0529103
-1.32275;-0.793651;0.0529099
-1.32275;-0.793651;0.15873
-1.32275;-0.793651;0.26455
-1.32275;-0.687831;-0.0529103
-1.32275;-0.687831;0.0529099
-1.32275;-0.687831;0.15873
-1.32275;-0.687831;0.26455
-1.32275;-0.582011;-0.0529103
-1.32275;-0.582011;0.0529099
-1.32275;-0.582011;0.15873
-1.32275;-0.582011;0.26455
-1.32275;-0.476191;-0.0529103
-1.32275;-0.476191;0.0529099
-1.32275;-0.476191;0.15873
-1.32275;-0.476191;0.26455
-1.32275;-0.370371;-0.0529103
-1.32275;-0.370371;0.0529099
-1.32275;-0.370371;0.15873
-1.32275;-0.370371;0.26455
-1.32275;-0.370371;0.37037
-1.32275;-0.26455;-0.0529103
-1.32275;-0.26455;0.0529099
-1.32275;-0.26455;0.15873
-1.32275;-0.26455;0.26455
-1.32275;-0.26455;0.37037
-1.32275;-0.15873;-0.0529103
-1.32275;-0.15873;0.0529099
-1.32275;-0.15873;0.15873
-1.32275;-0.15873;0.26455
-1.32275;-0.15873;0.37037
-1.32275;-0.0529103;-0.0529103
-1.32275;-0.0529103;0.0529099
-1.32275;-0.0529103;0.15873
-1.32275;-0.0529103;0.26455
-1.32275;-0.0529103;0.37037
-1.32275;0.0529099;-0.0529103
-1.32275;0.0529099;0.0529099
-1.32275;0.0529099;0.15873
-1.32275;0.0529099;0.26455
-1.32275;0.0529099;0.37037
-1.32275;0.0529099;0.47619
-1.32275;0.15873;0.0529099
-1.32275;0.15873;0.15873
-1.32275;0.15873;0.26455
-1.32275;0.15873;0.37037
-1.32275;0.15873;0.47619
-1.32275;0.26455;0.0529099
-1.32275;0.26455;0.15873
-1.32275;0.26455;0.26455
-1.32275;0.26455;0.37037
-1.32275;0.26455;0.47619
-1.32275;0.37037;0.0529099
-1.32275;0.37037;0.15873
-1.32275;0.37037;0.26455
-1.32275;0.37037;0.37037
-1.32275;0.37037;0.47619
-1.32275;0.47619;0.15873
-1.32275;0.47619;0.26455
-1.32275;0.47619;0.37037
-1.32275;0.47619;0.47619
-1.32275;0.58201;0.15873
-1.32275;0.58201;0.26455
-1.32275;0.58201;0.37037
-1.32275;0.58201;0.47619
-1.32275;0.68783;0.37037
