X;Y;Z;W;iter;
-0.3375;-1.70159;-0.380952;-0.101587;1;
-0.3375;-1.70159;-0.380952;-0.0761905;1;
-0.3375;-1.70159;-0.380952;-0.0507936;1;
-0.3375;-1.70159;-0.355556;-0.279365;1;
-0.3375;-1.70159;-0.355556;-0.253968;1;
-0.3375;-1.70159;-0.355556;-0.228571;1;
-0.3375;-1.70159;-0.355556;-0.203175;1;
-0.3375;-1.70159;-0.355556;-0.152381;1;
-0.3375;-1.70159;-0.355556;-0.126984;1;
-0.3375;-1.70159;-0.355556;-0.101587;1;
-0.3375;-1.70159;-0.355556;-0.0761905;1;
-0.3375;-1.70159;-0.355556;-0.0507936;1;
-0.3375;-1.70159;-0.330159;-0.279365;1;
-0.3375;-1.70159;-0.330159;-0.253968;1;
-0.3375;-1.70159;-0.330159;-0.228571;1;
-0.3375;-1.70159;-0.330159;-0.203175;1;
-0.3375;-1.70159;-0.330159;-0.152381;1;
-0.3375;-1.70159;-0.330159;-0.126984;1;
-0.3375;-1.70159;-0.330159;-0.101587;1;
-0.3375;-1.70159;-0.330159;-0.0761905;1;
-0.3375;-1.70159;-0.330159;-0.0507936;1;
-0.3375;-1.70159;-0.330159;-0.0253968;1;
-0.3375;-1.70159;-0.304762;-0.253968;1;
-0.3375;-1.70159;-0.304762;-0.228571;1;
-0.3375;-1.70159;-0.304762;-0.203175;1;
-0.3375;-1.70159;-0.304762;-0.126984;1;
-0.3375;-1.70159;-0.304762;-0.101587;1;
-0.3375;-1.70159;-0.304762;-0.0761905;1;
-0.3375;-1.70159;-0.304762;-0.0507936;1;
-0.3375;-1.70159;-0.304762;-0.0253968;1;
-0.3375;-1.70159;-0.304762;0;1;
-0.3375;-1.70159;-0.279365;-0.253968;1;
-0.3375;-1.70159;-0.279365;-0.228571;1;
-0.3375;-1.70159;-0.279365;-0.203175;1;
-0.3375;-1.70159;-0.279365;-0.177778;1;
-0.3375;-1.70159;-0.279365;-0.126984;1;
-0.3375;-1.70159;-0.279365;-0.101587;1;
-0.3375;-1.70159;-0.279365;-0.0761905;1;
-0.3375;-1.70159;-0.279365;-0.0507936;1;
-0.3375;-1.70159;-0.279365;-0.0253968;1;
-0.3375;-1.70159;-0.279365;0;1;
-0.3375;-1.70159;-0.253968;-0.253968;1;
-0.3375;-1.70159;-0.253968;-0.228571;1;
-0.3375;-1.70159;-0.253968;-0.203175;1;
-0.3375;-1.70159;-0.253968;-0.177778;1;
-0.3375;-1.70159;-0.253968;-0.126984;1;
-0.3375;-1.70159;-0.253968;-0.101587;1;
-0.3375;-1.70159;-0.253968;-0.0761905;1;
-0.3375;-1.70159;-0.253968;-0.0507936;1;
-0.3375;-1.70159;-0.253968;-0.0253968;1;
-0.3375;-1.70159;-0.253968;0;1;
-0.3375;-1.70159;-0.228571;-0.253968;1;
-0.3375;-1.70159;-0.228571;-0.228571;1;
-0.3375;-1.70159;-0.228571;-0.203175;1;
-0.3375;-1.70159;-0.228571;-0.177778;1;
-0.3375;-1.70159;-0.228571;-0.101587;1;
-0.3375;-1.70159;-0.228571;-0.0761905;1;
-0.3375;-1.70159;-0.228571;-0.0507936;1;
-0.3375;-1.70159;-0.228571;-0.0253968;1;
-0.3375;-1.70159;-0.228571;0;1;
-0.3375;-1.70159;-0.203175;-0.253968;1;
-0.3375;-1.70159;-0.203175;-0.228571;1;
-0.3375;-1.70159;-0.203175;-0.203175;1;
-0.3375;-1.70159;-0.203175;-0.177778;1;
-0.3375;-1.70159;-0.203175;-0.152381;1;
-0.3375;-1.70159;-0.203175;-0.101587;1;
-0.3375;-1.70159;-0.203175;-0.0761905;1;
-0.3375;-1.70159;-0.203175;-0.0507936;1;
-0.3375;-1.70159;-0.203175;-0.0253968;1;
-0.3375;-1.70159;-0.203175;0;1;
-0.3375;-1.70159;-0.177778;-0.228571;1;
-0.3375;-1.70159;-0.177778;-0.203175;1;
-0.3375;-1.70159;-0.177778;-0.177778;1;
-0.3375;-1.70159;-0.177778;-0.152381;1;
-0.3375;-1.70159;-0.177778;-0.101587;1;
-0.3375;-1.70159;-0.177778;-0.0761905;1;
-0.3375;-1.70159;-0.177778;-0.0507936;1;
-0.3375;-1.70159;-0.177778;-0.0253968;1;
-0.3375;-1.70159;-0.177778;0;1;
-0.3375;-1.70159;-0.152381;-0.228571;1;
-0.3375;-1.70159;-0.152381;-0.203175;1;
-0.3375;-1.70159;-0.152381;-0.177778;1;
-0.3375;-1.70159;-0.152381;-0.152381;1;
-0.3375;-1.70159;-0.152381;-0.126984;1;
-0.3375;-1.70159;-0.152381;-0.0761905;1;
-0.3375;-1.70159;-0.152381;-0.0507936;1;
-0.3375;-1.70159;-0.152381;-0.0253968;1;
-0.3375;-1.70159;-0.152381;0;1;
-0.3375;-1.70159;-0.126984;-0.228571;1;
-0.3375;-1.70159;-0.126984;-0.203175;1;
-0.3375;-1.70159;-0.126984;-0.177778;1;
-0.3375;-1.70159;-0.126984;-0.152381;1;
-0.3375;-1.70159;-0.126984;-0.126984;1;
-0.3375;-1.70159;-0.126984;-0.101587;1;
-0.3375;-1.70159;-0.126984;-0.0761905;1;
-0.3375;-1.70159;-0.126984;-0.0507936;1;
-0.3375;-1.70159;-0.126984;-0.0253968;1;
-0.3375;-1.70159;-0.126984;0;1;
-0.3375;-1.70159;-0.101587;-0.203175;1;
-0.3375;-1.70159;-0.101587;-0.177778;1;
-0.3375;-1.70159;-0.101587;-0.152381;1;
-0.3375;-1.70159;-0.101587;-0.126984;1;
-0.3375;-1.70159;-0.101587;-0.101587;1;
-0.3375;-1.70159;-0.101587;-0.0761905;1;
-0.3375;-1.70159;-0.101587;-0.0507936;1;
-0.3375;-1.70159;-0.101587;-0.0253968;1;
-0.3375;-1.70159;-0.101587;0;1;
-0.3375;-1.70159;-0.0761905;-0.203175;1;
-0.3375;-1.70159;-0.0761905;-0.177778;1;
-0.3375;-1.70159;-0.0761905;-0.152381;1;
-0.3375;-1.70159;-0.0761905;-0.126984;1;
-0.3375;-1.70159;-0.0761905;-0.101587;1;
-0.3375;-1.70159;-0.0761905;-0.0761905;1;
-0.3375;-1.70159;-0.0761905;-0.0507936;1;
-0.3375;-1.70159;-0.0761905;-0.0253968;1;
-0.3375;-1.70159;-0.0761905;0;1;
-0.3375;-1.70159;-0.0507936;-0.203175;1;
-0.3375;-1.70159;-0.0507936;-0.177778;1;
-0.3375;-1.70159;-0.0507936;-0.152381;1;
-0.3375;-1.70159;-0.0507936;-0.126984;1;
-0.3375;-1.70159;-0.0507936;-0.101587;1;
-0.3375;-1.70159;-0.0507936;-0.0761905;1;
-0.3375;-1.70159;-0.0507936;-0.0507936;1;
-0.3375;-1.70159;-0.0507936;-0.0253968;1;
-0.3375;-1.70159;-0.0507936;0;1;
-0.3375;-1.70159;-0.0253968;-0.177778;1;
-0.3375;-1.70159;-0.0253968;-0.152381;1;
-0.3375;-1.70159;-0.0253968;-0.126984;1;
-0.3375;-1.70159;-0.0253968;-0.101587;1;
-0.3375;-1.70159;-0.0253968;-0.0761905;1;
-0.3375;-1.70159;-0.0253968;-0.0507936;1;
-0.3375;-1.70159;-0.0253968;-0.0253968;1;
-0.3375;-1.70159;-0.0253968;0;1;
-0.3375;-1.70159;0;-0.177778;1;
-0.3375;-1.70159;0;-0.152381;1;
-0.3375;-1.70159;0;-0.126984;1;
-0.3375;-1.70159;0;-0.101587;1;
-0.3375;-1.70159;0;-0.0761905;1;
-0.3375;-1.70159;0;-0.0507936;1;
-0.3375;-1.70159;0;-0.0253968;1;
-0.3375;-1.70159;0;0;1;
-0.3375;-1.67619;-0.888889;-0.279365;1;
-0.3375;-1.67619;-0.863492;-0.304762;1;
-0.3375;-1.67619;-0.863492;-0.279365;1;
-0.3375;-1.67619;-0.863492;-0.253968;1;
-0.3375;-1.67619;-0.838095;-0.304762;1;
-0.3375;-1.67619;-0.838095;-0.279365;1;
-0.3375;-1.67619;-0.838095;-0.253968;1;
-0.3375;-1.67619;-0.838095;-0.228571;1;
-0.3375;-1.67619;-0.812698;-0.330159;1;
-0.3375;-1.67619;-0.812698;-0.304762;1;
-0.3375;-1.67619;-0.812698;-0.279365;1;
-0.3375;-1.67619;-0.812698;-0.253968;1;
-0.3375;-1.67619;-0.812698;-0.228571;1;
-0.3375;-1.67619;-0.812698;-0.203175;1;
-0.3375;-1.67619;-0.787302;-0.330159;1;
-0.3375;-1.67619;-0.787302;-0.304762;1;
-0.3375;-1.67619;-0.787302;-0.279365;1;
-0.3375;-1.67619;-0.787302;-0.253968;1;
-0.3375;-1.67619;-0.787302;-0.228571;1;
-0.3375;-1.67619;-0.787302;-0.203175;1;
-0.3375;-1.67619;-0.761905;-0.330159;1;
-0.3375;-1.67619;-0.761905;-0.304762;1;
-0.3375;-1.67619;-0.761905;-0.279365;1;
-0.3375;-1.67619;-0.761905;-0.253968;1;
-0.3375;-1.67619;-0.761905;-0.228571;1;
-0.3375;-1.67619;-0.761905;-0.203175;1;
-0.3375;-1.67619;-0.761905;-0.177778;1;
-0.3375;-1.67619;-0.736508;-0.330159;1;
-0.3375;-1.67619;-0.736508;-0.304762;1;
-0.3375;-1.67619;-0.736508;-0.279365;1;
-0.3375;-1.67619;-0.736508;-0.253968;1;
-0.3375;-1.67619;-0.736508;-0.228571;1;
-0.3375;-1.67619;-0.736508;-0.203175;1;
-0.3375;-1.67619;-0.736508;-0.177778;1;
-0.3375;-1.67619;-0.736508;-0.152381;1;
-0.3375;-1.67619;-0.711111;-0.330159;1;
-0.3375;-1.67619;-0.711111;-0.304762;1;
-0.3375;-1.67619;-0.711111;-0.279365;1;
-0.3375;-1.67619;-0.711111;-0.253968;1;
-0.3375;-1.67619;-0.711111;-0.228571;1;
-0.3375;-1.67619;-0.711111;-0.203175;1;
-0.3375;-1.67619;-0.711111;-0.177778;1;
-0.3375;-1.67619;-0.711111;-0.152381;1;
-0.3375;-1.67619;-0.685714;-0.330159;1;
-0.3375;-1.67619;-0.685714;-0.304762;1;
-0.3375;-1.67619;-0.685714;-0.279365;1;
-0.3375;-1.67619;-0.685714;-0.228571;1;
-0.3375;-1.67619;-0.685714;-0.203175;1;
-0.3375;-1.67619;-0.685714;-0.177778;1;
-0.3375;-1.67619;-0.685714;-0.152381;1;
-0.3375;-1.67619;-0.685714;-0.126984;1;
-0.3375;-1.67619;-0.660317;-0.330159;1;
-0.3375;-1.67619;-0.660317;-0.304762;1;
-0.3375;-1.67619;-0.660317;-0.279365;1;
-0.3375;-1.67619;-0.660317;-0.203175;1;
-0.3375;-1.67619;-0.660317;-0.177778;1;
-0.3375;-1.67619;-0.660317;-0.152381;1;
-0.3375;-1.67619;-0.660317;-0.126984;1;
-0.3375;-1.67619;-0.634921;-0.330159;1;
-0.3375;-1.67619;-0.634921;-0.304762;1;
-0.3375;-1.67619;-0.634921;-0.279365;1;
-0.3375;-1.67619;-0.634921;-0.203175;1;
-0.3375;-1.67619;-0.634921;-0.177778;1;
-0.3375;-1.67619;-0.634921;-0.152381;1;
-0.3375;-1.67619;-0.634921;-0.126984;1;
-0.3375;-1.67619;-0.634921;-0.101587;1;
-0.3375;-1.67619;-0.609524;-0.330159;1;
-0.3375;-1.67619;-0.609524;-0.304762;1;
-0.3375;-1.67619;-0.609524;-0.279365;1;
-0.3375;-1.67619;-0.609524;-0.177778;1;
-0.3375;-1.67619;-0.609524;-0.152381;1;
-0.3375;-1.67619;-0.609524;-0.126984;1;
-0.3375;-1.67619;-0.609524;-0.101587;1;
-0.3375;-1.67619;-0.584127;-0.330159;1;
-0.3375;-1.67619;-0.584127;-0.304762;1;
-0.3375;-1.67619;-0.584127;-0.152381;1;
-0.3375;-1.67619;-0.584127;-0.126984;1;
-0.3375;-1.67619;-0.584127;-0.101587;1;
-0.3375;-1.67619;-0.584127;-0.0761905;1;
-0.3375;-1.67619;-0.55873;-0.330159;1;
-0.3375;-1.67619;-0.55873;-0.304762;1;
-0.3375;-1.67619;-0.55873;-0.152381;1;
-0.3375;-1.67619;-0.55873;-0.126984;1;
-0.3375;-1.67619;-0.55873;-0.101587;1;
-0.3375;-1.67619;-0.55873;-0.0761905;1;
-0.3375;-1.67619;-0.533333;-0.330159;1;
-0.3375;-1.67619;-0.533333;-0.304762;1;
-0.3375;-1.67619;-0.533333;-0.126984;1;
-0.3375;-1.67619;-0.533333;-0.101587;1;
-0.3375;-1.67619;-0.533333;-0.0761905;1;
-0.3375;-1.67619;-0.533333;-0.0507936;1;
-0.3375;-1.67619;-0.507936;-0.330159;1;
-0.3375;-1.67619;-0.507936;-0.304762;1;
-0.3375;-1.67619;-0.507936;-0.279365;1;
-0.3375;-1.67619;-0.507936;-0.126984;1;
-0.3375;-1.67619;-0.507936;-0.101587;1;
-0.3375;-1.67619;-0.507936;-0.0761905;1;
-0.3375;-1.67619;-0.507936;-0.0507936;1;
-0.3375;-1.67619;-0.48254;-0.330159;1;
-0.3375;-1.67619;-0.48254;-0.304762;1;
-0.3375;-1.67619;-0.48254;-0.279365;1;
-0.3375;-1.67619;-0.48254;-0.126984;1;
-0.3375;-1.67619;-0.48254;-0.101587;1;
-0.3375;-1.67619;-0.48254;-0.0761905;1;
-0.3375;-1.67619;-0.48254;-0.0507936;1;
-0.3375;-1.67619;-0.48254;-0.0253968;1;
-0.3375;-1.67619;-0.457143;-0.330159;1;
-0.3375;-1.67619;-0.457143;-0.304762;1;
-0.3375;-1.67619;-0.457143;-0.279365;1;
-0.3375;-1.67619;-0.457143;-0.101587;1;
-0.3375;-1.67619;-0.457143;-0.0761905;1;
-0.3375;-1.67619;-0.457143;-0.0507936;1;
-0.3375;-1.67619;-0.457143;-0.0253968;1;
-0.3375;-1.67619;-0.431746;-0.330159;1;
-0.3375;-1.67619;-0.431746;-0.304762;1;
-0.3375;-1.67619;-0.431746;-0.279365;1;
-0.3375;-1.67619;-0.431746;-0.101587;1;
-0.3375;-1.67619;-0.431746;-0.0761905;1;
-0.3375;-1.67619;-0.431746;-0.0507936;1;
-0.3375;-1.67619;-0.431746;-0.0253968;1;
-0.3375;-1.67619;-0.431746;0;1;
-0.3375;-1.67619;-0.406349;-0.304762;1;
-0.3375;-1.67619;-0.406349;-0.279365;1;
-0.3375;-1.67619;-0.406349;-0.0761905;1;
-0.3375;-1.67619;-0.406349;-0.0507936;1;
-0.3375;-1.67619;-0.406349;-0.0253968;1;
-0.3375;-1.67619;-0.406349;0;1;
-0.3375;-1.67619;-0.380952;-0.304762;1;
-0.3375;-1.67619;-0.380952;-0.279365;1;
-0.3375;-1.67619;-0.380952;-0.0761905;1;
-0.3375;-1.67619;-0.380952;-0.0507936;1;
-0.3375;-1.67619;-0.380952;-0.0253968;1;
-0.3375;-1.67619;-0.380952;0;1;
-0.3375;-1.67619;-0.355556;-0.304762;1;
-0.3375;-1.67619;-0.355556;-0.279365;1;
-0.3375;-1.67619;-0.355556;-0.0507936;1;
-0.3375;-1.67619;-0.355556;-0.0253968;1;
-0.3375;-1.67619;-0.355556;0;1;
-0.3375;-1.67619;-0.330159;-0.304762;1;
-0.3375;-1.67619;-0.330159;-0.279365;1;
-0.3375;-1.67619;-0.330159;-0.253968;1;
-0.3375;-1.67619;-0.330159;-0.0507936;1;
-0.3375;-1.67619;-0.330159;-0.0253968;1;
-0.3375;-1.67619;-0.330159;0;1;
-0.3375;-1.67619;-0.304762;-0.304762;1;
-0.3375;-1.67619;-0.304762;-0.279365;1;
-0.3375;-1.67619;-0.304762;-0.253968;1;
-0.3375;-1.67619;-0.304762;-0.0253968;1;
-0.3375;-1.67619;-0.304762;0;1;
-0.3375;-1.67619;-0.279365;-0.304762;1;
-0.3375;-1.67619;-0.279365;-0.279365;1;
-0.3375;-1.67619;-0.279365;-0.253968;1;
-0.3375;-1.67619;-0.279365;0;1;
-0.3375;-1.67619;-0.253968;-0.279365;1;
-0.3375;-1.67619;-0.253968;-0.253968;1;
-0.3375;-1.67619;-0.253968;0;1;
-0.3375;-1.67619;-0.228571;-0.279365;1;
-0.3375;-1.67619;-0.228571;-0.253968;1;
-0.3375;-1.67619;-0.203175;-0.279365;1;
-0.3375;-1.67619;-0.203175;-0.253968;1;
-0.3375;-1.67619;-0.203175;-0.228571;1;
-0.3375;-1.67619;-0.177778;-0.279365;1;
-0.3375;-1.67619;-0.177778;-0.253968;1;
-0.3375;-1.67619;-0.177778;-0.228571;1;
-0.3375;-1.67619;-0.152381;-0.253968;1;
-0.3375;-1.67619;-0.152381;-0.228571;1;
-0.3375;-1.67619;-0.126984;-0.253968;1;
-0.3375;-1.67619;-0.126984;-0.228571;1;
-0.3375;-1.67619;-0.126984;-0.203175;1;
-0.3375;-1.67619;-0.101587;-0.253968;1;
-0.3375;-1.67619;-0.101587;-0.228571;1;
-0.3375;-1.67619;-0.101587;-0.203175;1;
-0.3375;-1.67619;-0.0761905;-0.253968;1;
-0.3375;-1.67619;-0.0761905;-0.228571;1;
-0.3375;-1.67619;-0.0761905;-0.203175;1;
-0.3375;-1.67619;-0.0507936;-0.228571;1;
-0.3375;-1.67619;-0.0507936;-0.203175;1;
-0.3375;-1.67619;-0.0507936;-0.177778;1;
-0.3375;-1.67619;-0.0253968;-0.228571;1;
-0.3375;-1.67619;-0.0253968;-0.203175;1;
-0.3375;-1.67619;-0.0253968;-0.177778;1;
-0.3375;-1.67619;0;-0.228571;1;
-0.3375;-1.67619;0;-0.203175;1;
-0.3375;-1.67619;0;-0.177778;1;
-0.3375;-1.67619;0;-0.152381;1;
-0.3375;-1.65079;-0.990476;-0.304762;1;
-0.3375;-1.65079;-0.990476;-0.279365;1;
-0.3375;-1.65079;-0.990476;-0.253968;1;
-0.3375;-1.65079;-0.965079;-0.330159;1;
-0.3375;-1.65079;-0.965079;-0.304762;1;
-0.3375;-1.65079;-0.965079;-0.279365;1;
-0.3375;-1.65079;-0.965079;-0.253968;1;
-0.3375;-1.65079;-0.939682;-0.330159;1;
-0.3375;-1.65079;-0.939682;-0.304762;1;
-0.3375;-1.65079;-0.939682;-0.279365;1;
-0.3375;-1.65079;-0.939682;-0.253968;1;
-0.3375;-1.65079;-0.939682;-0.228571;1;
-0.3375;-1.65079;-0.914286;-0.355556;1;
-0.3375;-1.65079;-0.914286;-0.330159;1;
-0.3375;-1.65079;-0.914286;-0.304762;1;
-0.3375;-1.65079;-0.914286;-0.279365;1;
-0.3375;-1.65079;-0.914286;-0.253968;1;
-0.3375;-1.65079;-0.914286;-0.228571;1;
-0.3375;-1.65079;-0.914286;-0.203175;1;
-0.3375;-1.65079;-0.888889;-0.355556;1;
-0.3375;-1.65079;-0.888889;-0.330159;1;
-0.3375;-1.65079;-0.888889;-0.304762;1;
-0.3375;-1.65079;-0.888889;-0.279365;1;
-0.3375;-1.65079;-0.888889;-0.253968;1;
-0.3375;-1.65079;-0.888889;-0.228571;1;
-0.3375;-1.65079;-0.888889;-0.203175;1;
-0.3375;-1.65079;-0.863492;-0.355556;1;
-0.3375;-1.65079;-0.863492;-0.330159;1;
-0.3375;-1.65079;-0.863492;-0.304762;1;
-0.3375;-1.65079;-0.863492;-0.279365;1;
-0.3375;-1.65079;-0.863492;-0.253968;1;
-0.3375;-1.65079;-0.863492;-0.228571;1;
-0.3375;-1.65079;-0.863492;-0.203175;1;
-0.3375;-1.65079;-0.863492;-0.177778;1;
-0.3375;-1.65079;-0.838095;-0.355556;1;
-0.3375;-1.65079;-0.838095;-0.330159;1;
-0.3375;-1.65079;-0.838095;-0.304762;1;
-0.3375;-1.65079;-0.838095;-0.253968;1;
-0.3375;-1.65079;-0.838095;-0.228571;1;
-0.3375;-1.65079;-0.838095;-0.203175;1;
-0.3375;-1.65079;-0.838095;-0.177778;1;
-0.3375;-1.65079;-0.812698;-0.355556;1;
-0.3375;-1.65079;-0.812698;-0.330159;1;
-0.3375;-1.65079;-0.812698;-0.304762;1;
-0.3375;-1.65079;-0.812698;-0.228571;1;
-0.3375;-1.65079;-0.812698;-0.203175;1;
-0.3375;-1.65079;-0.812698;-0.177778;1;
-0.3375;-1.65079;-0.812698;-0.152381;1;
